Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands,Acct_Open_Dt,Defaulted
151161,32,15,2,F,Single,256.6548162,27-07-2013,27-07-2015
151160,68,49,2,F,Married,174.5014413,26-07-2013,26-07-2015
163150,48,29,2,F,Married,339.8958901,25-07-2013,25-07-2015
160128,20,1,2,F,Single,731.4175567,24-07-2013,24-07-2015
136602,41,21,2,F,Single,450.7127007,23-07-2013,23-07-2015
180916,63,46,2,F,Married,202.3255141,22-07-2013,22-07-2015
126776,40,22,2,M,Married,391.9146906,21-07-2013,21-07-2015
197494,20,1,2,F,Married,310.703127,20-07-2013,20-07-2015
110723,29,12,2,M,Married,610.0814772,19-07-2013,19-07-2015
142037,60,41,2,F,Married,187.9258968,18-07-2013,18-07-2015
197341,34,13,2,M,Single,769.957755,17-07-2013,17-07-2015
177859,33,13,2,F,Single,471.4780636,16-07-2013,16-07-2015
169518,35,14,2,M,Married,227.0030475,15-07-2013,15-07-2015
115938,20,2,2,F,Married,425.9558647,14-07-2013,14-07-2015
145380,21,4,2,M,Single,1850.996,13-07-2013,13-07-2015
187036,16,0,2,M,Single,942.5701269,12-07-2013,12-07-2015
129872,18,0,2,M,Married,764.4670012,11-07-2013,11-07-2015
134279,63,43,2,F,Married,265.6889909,10-07-2013,10-07-2015
143880,63,42,2,F,Married,22.47577446,09-07-2013,09-07-2015
195382,52,31,2,F,Married,314.2248501,08-07-2013,08-07-2015
119590,52,32,2,F,Married,468.1645654,07-07-2013,07-07-2015
122660,20,1,2,M,Married,452.1823501,06-07-2013,06-07-2015
111341,63,46,2,M,Married,68.13913798,05-07-2013,05-07-2015
116809,25,7,2,M,Married,128.6345383,04-07-2013,04-07-2015
182122,21,4,2,M,Single,1424.841406,03-07-2013,03-07-2015
148158,24,5,2,F,Married,502.240405,02-07-2013,02-07-2015
103769,66,46,2,M,Single,40.97559422,01-07-2013,01-07-2015
185349,20,1,2,M,Single,545.648396,30-06-2013,30-06-2015
136201,43,23,2,F,Married,485.269917,29-06-2013,29-06-2015
142257,39,18,2,F,Single,239.4395729,28-06-2013,28-06-2015
106818,67,46,2,M,Married,425.5115144,27-06-2013,27-06-2015
110271,34,15,2,F,Married,332.3397089,26-06-2013,26-06-2015
144658,69,52,2,F,Married,65.05792786,25-06-2013,25-06-2015
112263,21,2,2,F,Married,540.0722726,24-06-2013,24-06-2015
122503,25,8,2,M,Married,378.9522982,23-06-2013,23-06-2015
135264,20,2,2,M,Single,598.8943012,22-06-2013,22-06-2015
127769,62,45,2,M,Married,233.7861279,21-06-2013,21-06-2015
139191,22,3,2,M,Single,809.5177125,20-06-2013,20-06-2015
188100,67,46,2,M,Married,106.9917583,19-06-2013,19-06-2015
154569,60,41,2,F,Single,38.35399028,18-06-2013,18-06-2015
153152,37,19,2,F,Single,421.4320573,17-06-2013,17-06-2015
195518,47,28,2,F,Married,511.4521387,16-06-2013,16-06-2015
178557,54,37,2,F,Married,338.6143252,15-06-2013,15-06-2015
108627,19,0,2,F,Single,428.2658156,14-06-2013,14-06-2015
144098,34,15,2,F,Single,351.7873354,13-06-2013,13-06-2015
144801,23,5,2,F,Single,301.8903378,12-06-2013,12-06-2015
129573,23,5,2,M,Married,645.5930282,11-06-2013,11-06-2015
199624,25,6,2,M,Single,379.2887008,10-06-2013,10-06-2015
154436,66,49,2,F,Single,195.606033,09-06-2013,09-06-2015
132372,64,45,2,F,Single,406.1312293,08-06-2013,08-06-2015
148013,25,7,2,M,Married,256.904249,07-06-2013,07-06-2015
152047,45,26,2,M,Married,339.879647,06-06-2013,06-06-2015
124808,67,49,2,M,Married,41.79881552,05-06-2013,05-06-2015
150419,40,19,2,M,Married,566.1969736,04-06-2013,04-06-2015
146664,64,44,2,M,Married,87.04182469,03-06-2013,03-06-2015
119755,18,1,2,F,Married,190.9235119,02-06-2013,02-06-2015
166914,65,47,2,F,Married,149.0452224,01-06-2013,01-06-2015
144475,46,29,2,M,Single,399.9512129,31-05-2013,31-05-2015
145800,27,8,2,F,Single,546.6553508,30-05-2013,30-05-2015
101316,17,0,2,F,Married,154.2538357,29-05-2013,29-05-2015
114641,23,5,2,M,Single,863.5322451,28-05-2013,28-05-2015
135117,61,40,2,M,Married,292.5180765,27-05-2013,27-05-2015
133035,31,11,2,F,Married,596.7270258,26-05-2013,26-05-2015
173341,25,8,2,F,Married,308.6550336,25-05-2013,25-05-2015
113320,66,46,2,F,Single,152.4283968,24-05-2013,24-05-2015
144672,70,53,2,M,Single,298.1249602,23-05-2013,23-05-2015
103733,18,0,2,M,Single,675.2350349,22-05-2013,22-05-2015
196256,28,8,2,F,Single,445.0621135,21-05-2013,21-05-2015
138992,63,46,2,F,Single,233.7057014,20-05-2013,20-05-2015
143516,38,19,2,M,Single,216.4373517,19-05-2013,19-05-2015
170048,53,35,2,F,Single,742.6323394,18-05-2013,18-05-2015
131562,18,0,2,F,Married,423.2506965,17-05-2013,17-05-2015
111729,22,3,2,M,Single,1058.035625,16-05-2013,16-05-2015
118576,64,47,2,M,Married,547.8867472,15-05-2013,15-05-2015
188632,60,39,2,F,Married,28.26507244,14-05-2013,14-05-2015
140830,70,53,2,F,Married,67.1244936,13-05-2013,13-05-2015
115960,69,49,2,F,Single,175.4666117,12-05-2013,12-05-2015
190767,66,46,2,F,Single,602.3493797,11-05-2013,11-05-2015
138546,34,13,2,M,Single,409.7559707,10-05-2013,10-05-2015
151193,25,6,2,M,Single,847.9486516,09-05-2013,09-05-2015
197213,35,17,2,F,Single,410.5218487,08-05-2013,08-05-2015
152422,35,18,2,M,Married,143.0972717,07-05-2013,07-05-2015
127446,25,7,2,F,Married,283.5781437,06-05-2013,06-05-2015
158242,23,5,2,F,Single,310.1527237,05-05-2013,05-05-2015
191073,35,16,2,F,Married,508.5575122,04-05-2013,04-05-2015
199120,40,22,2,F,Single,693.2217985,03-05-2013,03-05-2015
108504,61,40,2,M,Married,243.9249822,02-05-2013,02-05-2015
147105,48,30,2,F,Married,590.5028673,01-05-2013,01-05-2015
173527,17,0,2,F,Single,330.4692588,30-04-2013,30-04-2015
137580,17,0,2,F,Married,141.9759881,29-04-2013,29-04-2015
164327,43,22,2,M,Single,474.4684224,28-04-2013,28-04-2015
185238,36,16,2,F,Single,799.3756691,27-04-2013,27-04-2015
153571,30,11,2,M,Single,631.5285866,26-04-2013,26-04-2015
173285,33,16,2,F,Married,256.8330831,25-04-2013,25-04-2015
185733,16,0,2,F,Married,303.3959931,24-04-2013,24-04-2015
157870,47,30,2,M,Married,495.8239471,23-04-2013,23-04-2015
118562,36,16,2,F,Single,296.1230721,22-04-2013,22-04-2015
132312,57,40,2,M,Married,404.6666799,21-04-2013,21-04-2015
101225,17,0,2,M,Married,994.0657896,20-04-2013,20-04-2015
113387,39,21,2,M,Married,373.4394242,19-04-2013,19-04-2015
188979,46,26,2,M,Single,305.075432,18-04-2013,18-04-2015
109139,65,44,2,F,Married,173.4234717,17-04-2013,17-04-2015
116454,68,48,2,M,Single,322.4341027,16-04-2013,16-04-2015
196895,66,46,2,F,Married,278.9371994,15-04-2013,15-04-2015
115217,70,50,2,F,Single,69.30784152,14-04-2013,14-04-2015
164157,38,19,2,F,Married,124.6151363,13-04-2013,13-04-2015
181651,63,42,2,M,Married,82.69181053,12-04-2013,12-04-2015
106721,62,45,2,M,Married,133.6531928,11-04-2013,11-04-2015
158776,17,0,2,F,Married,428.437278,10-04-2013,10-04-2015
193472,19,2,2,F,Married,314.3495085,09-04-2013,09-04-2015
148897,65,46,2,M,Married,318.3560537,08-04-2013,08-04-2015
112905,19,2,2,F,Married,257.6394232,07-04-2013,07-04-2015
142676,36,15,2,F,Married,283.6065702,06-04-2013,06-04-2015
191846,49,32,2,F,Single,653.224712,05-04-2013,05-04-2015
139817,21,4,2,M,Single,619.9056497,04-04-2013,04-04-2015
179210,18,0,2,F,Married,214.155848,03-04-2013,03-04-2015
162009,52,31,2,M,Single,456.8647913,02-04-2013,02-04-2015
182876,52,34,2,F,Married,332.3828307,01-04-2013,01-04-2015
196562,18,0,2,F,Married,312.3798415,31-03-2013,31-03-2015
184138,48,29,2,F,Single,159.3969869,30-03-2013,30-03-2015
138565,19,2,2,F,Married,189.8172756,29-03-2013,29-03-2015
190463,58,39,2,F,Single,426.4276795,28-03-2013,28-03-2015
109388,28,10,2,M,Married,354.2663393,27-03-2013,27-03-2015
196610,62,41,2,M,Single,99.98969209,26-03-2013,26-03-2015
151703,70,52,2,F,Married,116.8177979,25-03-2013,25-03-2015
134228,66,47,2,M,Married,182.1895769,24-03-2013,24-03-2015
181084,61,42,2,M,Single,86.80603022,23-03-2013,23-03-2015
122759,18,0,2,M,Married,586.9042931,22-03-2013,22-03-2015
164108,27,9,2,M,Married,417.445698,21-03-2013,21-03-2015
172581,42,23,2,M,Married,321.4161214,20-03-2013,20-03-2015
102576,67,49,2,M,Single,53.98103733,19-03-2013,19-03-2015
115774,46,26,2,M,Single,692.7240723,18-03-2013,18-03-2015
106416,28,11,2,F,Married,407.7212568,17-03-2013,17-03-2015
108960,25,6,2,M,Single,1096.314301,16-03-2013,16-03-2015
110042,25,8,2,F,Married,279.5721564,15-03-2013,15-03-2015
183467,34,13,2,F,Married,111.3992454,14-03-2013,14-03-2015
112682,20,3,2,M,Single,1078.082268,13-03-2013,13-03-2015
105145,17,0,2,F,Married,430.4902428,12-03-2013,12-03-2015
116190,61,43,2,F,Single,120.6554309,11-03-2013,11-03-2015
105002,30,9,2,F,Single,124.8572518,10-03-2013,10-03-2015
194674,47,27,2,M,Married,710.8321571,09-03-2013,09-03-2015
158771,16,0,2,M,Married,701.2351638,08-03-2013,08-03-2015
172287,51,34,2,M,Single,728.2463712,07-03-2013,07-03-2015
180886,50,29,2,F,Married,579.3465404,06-03-2013,06-03-2015
191329,25,8,2,F,Single,805.5687001,05-03-2013,05-03-2015
147615,65,48,2,M,Single,286.0536902,04-03-2013,04-03-2015
170556,64,45,2,F,Single,82.57091774,03-03-2013,03-03-2015
190637,16,0,2,M,Married,604.7130011,02-03-2013,02-03-2015
171043,61,42,2,F,Married,198.9666197,01-03-2013,01-03-2015
119747,28,7,2,M,Single,183.9996698,28-02-2013,28-02-2015
145231,69,50,2,F,Married,44.81424683,27-02-2013,27-02-2015
185852,36,15,2,M,Single,937.8639927,26-02-2013,26-02-2015
122060,37,20,2,M,Married,619.6989419,25-02-2013,25-02-2015
124587,57,36,2,F,Single,433.1765586,24-02-2013,24-02-2015
143427,64,46,2,F,Married,27.82519769,23-02-2013,23-02-2015
100302,25,8,2,F,Married,244.1245194,22-02-2013,22-02-2015
138062,20,1,2,M,Married,233.4894332,21-02-2013,21-02-2015
116294,17,0,2,F,Single,604.4759269,20-02-2013,20-02-2015
132989,18,0,2,F,Married,161.2216649,19-02-2013,19-02-2015
107969,49,30,2,M,Married,323.7231033,18-02-2013,18-02-2015
103716,33,15,2,F,Married,288.4368473,17-02-2013,17-02-2015
199882,25,7,2,F,Single,313.958467,16-02-2013,16-02-2015
155261,28,8,2,M,Married,724.4201613,15-02-2013,15-02-2015
151388,29,9,2,M,Single,519.1499283,14-02-2013,14-02-2015
154080,61,41,2,M,Single,464.9369759,13-02-2013,13-02-2015
146703,69,51,2,F,Single,37.54144893,12-02-2013,12-02-2015
143131,43,24,2,F,Married,253.4649124,11-02-2013,11-02-2015
188702,69,49,2,M,Married,270.7597922,10-02-2013,10-02-2015
114436,42,25,2,M,Single,442.0249542,09-02-2013,09-02-2015
180278,70,52,2,F,Married,93.57814333,08-02-2013,08-02-2015
139807,24,5,2,M,Single,1397.488209,07-02-2013,07-02-2015
145080,56,38,2,F,Single,430.9502505,06-02-2013,06-02-2015
193119,67,46,2,M,Single,88.0141516,05-02-2013,05-02-2015
154899,66,46,2,F,Single,146.9028197,04-02-2013,04-02-2015
191538,56,38,2,F,Married,333.8694586,03-02-2013,03-02-2015
187619,63,45,2,F,Single,170.6039685,02-02-2013,02-02-2015
102507,42,23,2,F,Married,353.8887175,01-02-2013,01-02-2015
196912,31,12,2,F,Married,534.422954,31-01-2013,31-01-2015
130279,35,14,2,F,Single,383.899652,30-01-2013,30-01-2015
115140,68,47,2,F,Single,319.8246911,29-01-2013,29-01-2015
147888,19,0,2,F,Married,318.7951069,28-01-2013,28-01-2015
193048,24,5,2,F,Single,426.7631092,27-01-2013,27-01-2015
155541,70,49,2,M,Single,49.57439811,26-01-2013,26-01-2015
158380,39,19,2,M,Married,263.9384452,25-01-2013,25-01-2015
153272,58,40,2,F,Married,292.4367434,24-01-2013,24-01-2015
178822,16,0,2,F,Single,451.591187,23-01-2013,23-01-2015
115905,66,49,2,M,Single,173.812546,22-01-2013,22-01-2015
196361,53,33,2,M,Married,410.0488244,21-01-2013,21-01-2015
105776,63,43,2,F,Married,117.5225301,20-01-2013,20-01-2015
145141,55,34,2,F,Married,574.4400041,19-01-2013,19-01-2015
103195,25,7,2,F,Married,346.2476458,18-01-2013,18-01-2015
197623,32,12,2,M,Single,784.2140182,17-01-2013,17-01-2015
106175,58,37,2,F,Married,405.7733647,16-01-2013,16-01-2015
178304,62,43,2,F,Single,285.6495297,15-01-2013,15-01-2015
104261,20,2,2,F,Single,762.7241919,14-01-2013,14-01-2015
160431,40,20,2,F,Single,487.3630135,13-01-2013,13-01-2015
142404,18,0,2,F,Single,877.6314114,12-01-2013,12-01-2015
160858,62,42,2,M,Single,313.4091523,11-01-2013,11-01-2015
153430,38,19,2,F,Single,243.6849608,10-01-2013,10-01-2015
104911,24,5,2,M,Married,321.9312326,09-01-2013,09-01-2015
155702,66,47,2,F,Married,386.8540181,08-01-2013,08-01-2015
164167,67,50,2,M,Single,190.0838598,07-01-2013,07-01-2015
119145,24,7,2,F,Married,357.1767153,06-01-2013,06-01-2015
149802,32,14,2,F,Married,319.3703577,05-01-2013,05-01-2015
157541,19,1,2,F,Married,267.3694438,04-01-2013,04-01-2015
145854,60,43,2,F,Single,196.9877085,03-01-2013,03-01-2015
171691,62,43,2,F,Single,75.38855302,02-01-2013,02-01-2015
193598,57,40,2,M,Married,354.5973766,01-01-2013,01-01-2015
153238,37,16,2,M,Single,799.820527,31-12-2012,31-12-2014
188005,64,44,2,M,Single,559.5341787,30-12-2012,30-12-2014
155661,63,45,2,F,Married,226.0781931,29-12-2012,29-12-2014
123546,22,3,2,F,Single,355.9348674,28-12-2012,28-12-2014
137795,31,14,2,M,Married,249.9909233,27-12-2012,27-12-2014
104431,67,49,2,F,Single,331.1223796,26-12-2012,26-12-2014
168532,60,43,2,F,Married,264.655757,25-12-2012,25-12-2014
112090,22,4,2,F,Married,247.617549,24-12-2012,24-12-2014
165527,35,18,2,M,Single,510.6502619,23-12-2012,23-12-2014
141568,65,48,2,F,Married,323.012883,22-12-2012,22-12-2014
156676,52,35,2,M,Single,924.0729718,21-12-2012,21-12-2014
109065,67,48,2,M,Married,34.37740054,20-12-2012,20-12-2014
147093,17,0,2,M,Single,721.8671019,19-12-2012,19-12-2014
102891,42,23,2,M,Single,1016.827347,18-12-2012,18-12-2014
107600,44,27,2,M,Single,975.5526657,17-12-2012,17-12-2014
121135,23,4,2,M,Single,482.5630144,16-12-2012,16-12-2014
125489,30,13,2,M,Married,386.2883496,15-12-2012,15-12-2014
157608,34,16,2,F,Single,363.5457416,14-12-2012,14-12-2014
194446,55,34,2,F,Married,247.3008553,13-12-2012,13-12-2014
116099,54,35,2,F,Single,349.9708937,12-12-2012,12-12-2014
180357,47,28,2,F,Married,193.0646773,11-12-2012,11-12-2014
198847,31,13,2,F,Single,380.3387109,10-12-2012,10-12-2014
148972,66,47,2,F,Married,81.75370667,09-12-2012,09-12-2014
121667,32,13,2,F,Single,457.0390777,08-12-2012,08-12-2014
143839,60,40,2,M,Single,57.02071414,07-12-2012,07-12-2014
196862,18,1,2,F,Married,398.0487131,06-12-2012,06-12-2014
101915,20,2,2,M,Single,1208.851512,05-12-2012,05-12-2014
118063,25,7,2,M,Married,949.3304039,04-12-2012,04-12-2014
140321,65,46,2,M,Single,30.18541363,03-12-2012,03-12-2014
116478,22,5,2,M,Single,648.0421491,02-12-2012,02-12-2014
142840,54,33,2,M,Single,802.797211,01-12-2012,01-12-2014
124058,62,45,2,F,Married,80.70727476,30-11-2012,30-11-2014
170404,67,50,2,F,Single,257.157292,29-11-2012,29-11-2014
160806,18,1,2,M,Single,1283.713451,28-11-2012,28-11-2014
107678,34,13,2,M,Married,340.8726681,27-11-2012,27-11-2014
135462,56,37,2,F,Married,319.1857115,26-11-2012,26-11-2014
127761,16,0,2,M,Married,1225.158785,25-11-2012,25-11-2014
107695,42,21,2,F,Single,420.7152764,24-11-2012,24-11-2014
139723,70,51,2,F,Married,262.9003887,23-11-2012,23-11-2014
183199,30,9,2,F,Married,229.269854,22-11-2012,22-11-2014
107195,46,28,2,M,Single,405.5666572,21-11-2012,21-11-2014
193260,45,24,2,F,Married,303.3457758,20-11-2012,20-11-2014
128963,18,0,2,F,Single,532.0880332,19-11-2012,19-11-2014
145987,69,50,2,M,Married,677.7201767,18-11-2012,18-11-2014
141887,65,48,2,M,Married,137.2012265,17-11-2012,17-11-2014
142350,18,0,2,F,Married,289.3441822,16-11-2012,16-11-2014
139785,20,3,2,M,Single,1151.197551,15-11-2012,15-11-2014
154128,56,35,2,F,Single,717.0004191,14-11-2012,14-11-2014
135642,55,38,2,M,Married,310.8686668,13-11-2012,13-11-2014
155453,58,38,2,M,Single,906.6119094,12-11-2012,12-11-2014
113378,63,43,2,F,Married,213.1897429,11-11-2012,11-11-2014
164250,42,23,2,F,Married,345.775639,10-11-2012,10-11-2014
111790,38,18,2,F,Married,314.8310797,09-11-2012,09-11-2014
145636,18,1,2,F,Married,178.1916351,08-11-2012,08-11-2014
145235,58,38,2,F,Married,525.3887506,07-11-2012,07-11-2014
186584,69,52,2,F,Single,353.1683465,06-11-2012,06-11-2014
115133,61,42,2,F,Single,227.4842193,05-11-2012,05-11-2014
152171,50,30,2,F,Married,401.3072645,04-11-2012,04-11-2014
126198,22,3,2,M,Single,689.3821702,03-11-2012,03-11-2014
177864,16,0,2,M,Married,159.8900168,02-11-2012,02-11-2014
100866,63,42,2,M,Married,48.95881303,01-11-2012,01-11-2014
167049,63,46,2,M,Married,58.6555409,31-10-2012,31-10-2014
175647,16,0,2,F,Married,501.1084558,30-10-2012,30-10-2014
108783,37,16,2,M,Single,217.9004107,29-10-2012,29-10-2014
184236,54,33,2,M,Single,891.7757371,28-10-2012,28-10-2014
129048,29,9,2,F,Single,529.3161021,27-10-2012,27-10-2014
105890,68,50,2,M,Single,45.39186178,26-10-2012,26-10-2014
177206,37,17,2,M,Single,514.8116374,25-10-2012,25-10-2014
186510,61,42,2,F,Married,623.7921552,24-10-2012,24-10-2014
113602,49,31,2,F,Single,591.3840974,23-10-2012,23-10-2014
110053,24,5,2,F,Single,488.3864875,22-10-2012,22-10-2014
134517,41,23,2,F,Single,652.4612639,21-10-2012,21-10-2014
122620,68,51,2,F,Single,140.6200114,20-10-2012,20-10-2014
174123,66,48,2,F,Single,571.5239264,19-10-2012,19-10-2014
186078,47,30,2,M,Single,435.3769461,18-10-2012,18-10-2014
125020,60,41,2,F,Single,107.6786636,17-10-2012,17-10-2014
178378,40,23,2,F,Single,455.7260968,16-10-2012,16-10-2014
193224,28,9,2,M,Single,510.2597547,15-10-2012,15-10-2014
162011,67,48,2,M,Married,37.44283273,14-10-2012,14-10-2014
119475,33,14,2,M,Married,353.7225604,13-10-2012,13-10-2014
172421,21,3,2,M,Married,807.7350617,12-10-2012,12-10-2014
175175,20,3,2,F,Single,544.9146942,11-10-2012,11-10-2014
158979,22,3,2,M,Single,834.28166,10-10-2012,10-10-2014
144225,59,40,2,F,Single,416.0208561,09-10-2012,09-10-2014
102683,40,20,2,F,Married,494.1563874,08-10-2012,08-10-2014
174357,61,42,2,F,Married,216.8792098,07-10-2012,07-10-2014
190277,19,1,2,M,Married,622.5991221,06-10-2012,06-10-2014
189955,24,5,2,M,Single,724.3322862,05-10-2012,05-10-2014
102630,23,4,2,M,Married,706.1884573,04-10-2012,04-10-2014
155791,49,30,2,M,Single,717.3119185,03-10-2012,03-10-2014
192734,70,53,2,M,Married,550.2256006,02-10-2012,02-10-2014
182000,39,20,2,F,Married,646.6507561,01-10-2012,01-10-2014
161620,46,29,2,M,Married,382.230708,30-09-2012,30-09-2014
134652,64,46,2,F,Married,247.9520139,29-09-2012,29-09-2014
172136,39,20,2,F,Single,366.7958778,28-09-2012,28-09-2014
171346,17,0,2,F,Single,671.1452613,27-09-2012,27-09-2014
125856,68,49,2,M,Married,113.8333117,26-09-2012,26-09-2014
169128,70,52,2,M,Married,215.3720019,25-09-2012,25-09-2014
151678,45,26,2,F,Married,310.6077188,24-09-2012,24-09-2014
101493,57,38,2,F,Married,275.5481922,23-09-2012,23-09-2014
109560,32,11,2,F,Single,381.610363,22-09-2012,22-09-2014
125169,23,4,2,M,Single,1194.817985,21-09-2012,21-09-2014
132645,43,23,2,F,Married,337.2904711,20-09-2012,20-09-2014
190381,60,39,2,M,Single,28.01903018,19-09-2012,19-09-2014
195235,40,21,2,F,Married,319.8772113,18-09-2012,18-09-2014
114307,69,49,2,F,Married,189.0142535,17-09-2012,17-09-2014
117170,70,53,2,F,Single,412.0798292,16-09-2012,16-09-2014
162786,24,6,2,M,Married,432.4344208,15-09-2012,15-09-2014
117501,16,0,2,M,Single,709.9622245,14-09-2012,14-09-2014
100936,37,17,2,F,Single,431.8786997,13-09-2012,13-09-2014
179986,45,26,2,F,Married,327.5076178,12-09-2012,12-09-2014
114822,43,25,2,M,Married,400.4156792,11-09-2012,11-09-2014
164236,29,10,2,F,Single,296.9345562,10-09-2012,10-09-2014
161914,33,13,2,F,Single,707.5019734,09-09-2012,09-09-2014
123564,16,0,2,M,Married,534.6710846,08-09-2012,08-09-2014
144555,37,16,2,F,Married,335.2123869,07-09-2012,07-09-2014
110662,63,46,2,F,Married,107.1457327,06-09-2012,06-09-2014
160746,62,45,2,M,Single,274.3831727,05-09-2012,05-09-2014
119002,23,5,2,M,Married,384.7692913,04-09-2012,04-09-2014
122666,37,20,2,F,Single,432.3490479,03-09-2012,03-09-2014
198225,68,50,2,M,Married,31.07107483,02-09-2012,02-09-2014
185785,68,47,2,M,Married,115.7755309,01-09-2012,01-09-2014
173404,50,30,2,M,Single,750.1423091,31-08-2012,31-08-2014
199104,29,11,2,F,Single,556.4168189,30-08-2012,30-08-2014
178996,41,21,2,F,Married,307.3442838,29-08-2012,29-08-2014
137134,25,7,2,F,Single,197.3667253,28-08-2012,28-08-2014
109058,66,47,2,F,Married,120.3573508,27-08-2012,27-08-2014
187173,64,46,2,M,Single,655.0243856,26-08-2012,26-08-2014
145421,50,31,2,F,Single,147.9677119,25-08-2012,25-08-2014
187822,48,30,2,F,Married,237.1254764,24-08-2012,24-08-2014
198285,54,37,2,M,Married,371.5487931,23-08-2012,23-08-2014
102735,23,6,2,F,Single,701.2232747,22-08-2012,22-08-2014
172073,34,14,2,F,Single,369.5443707,21-08-2012,21-08-2014
173764,21,3,2,M,Single,632.3787533,20-08-2012,20-08-2014
141248,22,5,2,F,Married,493.3039681,19-08-2012,19-08-2014
181081,32,11,2,M,Married,378.6520106,18-08-2012,18-08-2014
101557,23,4,2,F,Married,274.3517512,17-08-2012,17-08-2014
104169,49,30,2,M,Married,377.2664157,16-08-2012,16-08-2014
115335,26,6,2,F,Married,178.0410823,15-08-2012,15-08-2014
160577,25,8,2,M,Single,682.7733509,14-08-2012,14-08-2014
151864,41,20,2,M,Single,433.8180465,13-08-2012,13-08-2014
145726,44,24,2,F,Married,331.9379418,12-08-2012,12-08-2014
112620,64,45,2,M,Married,79.71157625,11-08-2012,11-08-2014
